DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netas;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-133669;0001;29/03/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;00628-12;PACA5L700;BARCELONA;Espanha;Espanha;24000;UNIDAD;24000;KILOGRAMO;24;BUL;17515.07;0.73;19356.14;0.81;1622.14;24000;24;24515;GESTORA CATALANA DE RESIDUOS S.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1000GT,;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1000GT,
118-137300;0001;02/04/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00741-12;MSCUH8667381;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;34912;1410.59;37066.4;1497.63;1718;24750;24.75;25220;THE DOW CHEMICAL COMPANY 2030 DOW C;DOWLEX;POLIETILENO DOWLEX IP-10262 IP-10262,;POLIETILENO DOWLEX IP-10262 IP-10262,
118-147639;0001;11/04/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUH8675145;HOUSTON;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;54;BUL;36715.34;1483.45;38892.28;1571.41;1718;24750;24.75;25121;THE DOW CHEMICAL CO KBACHMANN@BDPNE;DOW;POLIETILENO DOW 1648 ,;POLIETILENO DOW 1648 ,
118-147639;0002;11/04/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUH8675145;HOUSTON;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;0;BUL;39084.07;1579.15;41290.62;1668.31;1718;24750;24.75;25121;THE DOW CHEMICAL CO KBACHMANN@BDPNE;DOW;POLIETILENO DOW 503A ,;POLIETILENO DOW 503A ,
118-147639;0003;11/04/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUH8675145;HOUSTON;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;0;BUL;39084.07;1579.15;41290.62;1668.31;1718;24750;24.75;25121;THE DOW CHEMICAL CO KBACHMANN@BDPNE;DOW;POLIETILENO DOW 503A ,;POLIETILENO DOW 503A ,
118-178175;0001;30/04/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;20367-12;MAEUR83193701;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;34141.39;1379.45;38414.26;1552.09;3846.11;24750;24.75;25440;SABIC AMERICAS INC 2500 CITY WEST B;S/M;POLIETILENO S/M S/M DE BAJA DENSIDAD,;POLIETILENO S/M S/M DE BAJA DENSIDAD,
118-178178;0001;30/04/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;20367-12;MAEUR83193095;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;33398.88;1349.45;37662.47;1521.72;3846.11;24750;24.75;26270;SABIC AMERICAS INC. 2500 CITY WEST;S/M;POLIETILENO S/M S/M DE BAJA DENSIDAD,;POLIETILENO S/M S/M DE BAJA DENSIDAD,
118-195846;0001;11/05/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;00964-12;SMLU3051284A;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;18;BUL;37876;1530.34;40073.45;1619.13;1724;24750;24.75;25340;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 ,;POLIETILENO DOW DFDA-7047 ,
118-226004;0001;28/05/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01048-12;SMLU3051278A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;36;BUL;41588.5;1680.34;43832.35;1771;1724;24750;24.75;25145;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW S/M ,;POLIETILENO DE BAJA DOW S/M ,
118-226004;0002;28/05/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01048-12;SMLU3051278A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;41588.5;1680.34;43832.35;1771;1724;24750;24.75;25145;THE DOW CHEMICAL COMPANY;S/M;POLIETILENO DE BAJA S/M S/M ,;POLIETILENO DE BAJA S/M S/M ,
118-226025;0001;28/05/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01048-12;SMLU3051280A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;40351;1630.34;42579.38;1720.38;1724;24750;24.75;25220;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,
118-235242;0001;04/06/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;20487-12;MAEUR83247599;BUENAVENTURA;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;33850.08;1367.68;37668.2;1521.95;3395;24750;24.75;24900;SABIC AMERICAS INC 2500 CITY WEST B;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-242535;0001;08/06/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;20504-12;MAEUR83246601;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;33850.08;1367.68;37668.2;1521.95;3395;24750;24.75;26500;SABIC AMERICAS INC. 2500 CITY WEST;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-242536;0001;08/06/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;20504-12;MAEUR83246603;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;33850.08;1367.68;37668.2;1521.95;3395;24750;24.75;25310;SABIC AMERICAS INC. 2500 CITY WEST;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-250824;0001;14/06/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01194-12;MSCUOE616476;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;18;BUL;37858;1529.62;40073.22;1619.12;1742;24750;24.75;25160;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,
118-259051;0001;19/06/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;AGENCIA MARITIMA AGUNSA;01243-12;PACA6CH00;BARCELONA;Espanha;Espanha;24000;KILOGRAMO;24000;KILOGRAMO;24;BUL;17674.58;0.74;19483.54;0.81;1588.03;24000;24;24410;GESTORA CATALANA DE RESIDUOS S.L;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1000GT,;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1000GT,
118-276308;0001;28/06/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20534-12;HLCUANR120528510;BARCELONA;Espanha;Suíça;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;76767;1550.85;82804.58;1672.82;5078;49500;49.5;50242.5;DOW EUROPE GMBH;DOW;POLIETILENO DOW S/M LDPE 150E,;POLIETILENO DOW S/M LDPE 150E,
118-279721;0001;02/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUDM575439;JUBAIL;Arábia Saudita;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;30860;1246.87;34045.75;1375.59;2800;24750;24.75;25295;NO DETERMINADO;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-279722;0001;02/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;20559-12;MSCUDM575447;JUBAIL;Arábia Saudita;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;30860;1246.87;34045.75;1375.59;2800;24750;24.75;25295;SABIC AMERICA'S INC. 2500 CITY WEST;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-280348;0001;02/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;20478-12;NYC-CAL-D81822;HOUSTON;Estados Unidos;Estados Unidos;1.37;UNIDAD;1375;KILOGRAMO;1;BUL;1866.94;1362.73;2223.33;1622.87;333.06;1375;1.375;1399;THE DOW CHEMICAL COMPANY 2030 DOW CENTER MIDLAND;DOW;POLIETILENO DOW DMDA-6400 UNIVAL,;POLIETILENO DOW DMDA-6400 UNIVAL,
118-299940;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;99999-12;SMLU3103175A;HOUSTON;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;65852;1330.34;70123.15;1416.63;3448;49500;49.5;50242;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW S/M DMDA-8907,;POLIETILENO DOW S/M DMDA-8907,
118-299941;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;99999-12;SMLU3103165A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;54;BUL;34122.94;1378.7;36273.47;1465.59;1724;24750;24.75;25121;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW S/M DOWLEX 2247G,;POLIETILENO DOW S/M DOWLEX 2247G,
118-299941;0002;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;99999-12;SMLU3103165A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;32946.28;1331.16;35082.1;1417.46;1724;24750;24.75;25121;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW S/M LLDPE 1648,;POLIETILENO DOW S/M LLDPE 1648,
118-299941;0003;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;99999-12;SMLU3103165A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;32946.28;1331.16;35082.1;1417.46;1724;24750;24.75;25121;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW S/M LLDPE 1648,;POLIETILENO DOW S/M LLDPE 1648,
118-299942;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;99999-12;SMLU3103875A;HOUSTON;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;68327;1380.34;72629.08;1467.25;3448;49500;49.5;50242;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW S/M 503A LOW DENSITY,;POLIETILENO DE BAJA DOW S/M 503A LOW DENSITY,
118-299943;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;99999-12;SMLU3103791A;HOUSTON;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;68327;1380.34;72629.08;1467.25;3448;49500;49.5;50242;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW S/M POLYETHYLENE 132I LOW DENSITY,;POLIETILENO DOW S/M POLYETHYLENE 132I LOW DENSITY,
118-300447;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01411-12;MSCUH8780358;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;34145.5;1379.62;36314.31;1467.24;1742;24750;24.75;25180;THE DOW CHEMICAL CO KBACHMANN@BDPNE;DOW;POLIETILENO DOW S/M LLPDPE 1648,;POLIETILENO DOW S/M LLPDPE 1648,
118-300461;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01411-12;MSCUOE627531;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;40333;1629.62;42579.16;1720.37;1742;24750;24.75;25250;THE DOW CHEMICAL COMPANY 2030 DOW C;DOWLEX;POLIETILENO DOWLEX S/M ,;POLIETILENO DOWLEX S/M ,
118-300527;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01411-12;MSCUH8789060;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;34145.5;1379.62;36314.31;1467.24;1742;24750;24.75;25180;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW S/M 1648,;POLIETILENO DOW S/M 1648,
118-300846;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01411-12;MSCUH8787387;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;41570.5;1679.62;43832.13;1771;1742;24750;24.75;25280;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW S/M 132I LOW DENSITY,;POLIETILENO DOW S/M 132I LOW DENSITY,
118-301072;0001;13/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01411-12;MSCUH8788690;HOUSTON;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;78191;1579.62;82652.38;1669.75;3484;49500;49.5;50290;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW S/M 132I,;POLIETILENO DOW S/M 132I,
118-305714;0001;17/07/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20537-12;NL1485676;ANTWERPEN;Suíça;Suíça;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;37584;1518.55;40144.8;1622.01;2091;24750;24.75;25800;DOW EUROPE GMBH C/O DOW BELGIUM B.V;DOW;POLIETILENO DOW S/M 35057E HIGH DENSITY,;POLIETILENO DOW S/M 35057E HIGH DENSITY,
118-343076;0001;06/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01595-12;MSCUOE639106;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;54;BUL;65896;1331.23;70203.7;1418.26;3484;49500;49.5;50286.66;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW IP-10262 DOWLEX IP-10262,;POLIETILENO DOW IP-10262 DOWLEX IP-10262,
118-343076;0002;06/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01595-12;MSCUOE639106;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;35303;1426.38;37486.28;1514.6;1742;24750;24.75;25143.33;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW 5401 G ELITE 5401 G,;POLIETILENO DOW 5401 G ELITE 5401 G,
118-344164;0001;06/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01595-12;MSCUOE640054;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;65816;1329.62;70122.7;1416.62;3484;49500;49.5;50395;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,
118-344511;0001;06/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01595-12;MSCUH8803390;HOUSTON;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;36;BUL;65816;1329.62;70122.7;1416.62;3484;49500;49.5;50320;THE DOW CHEMICAL CO KYLE2030 WILLAR;DOW;POLIETILENO DOW DMDA-6200 UNIVAL ( TM ),;POLIETILENO DOW DMDA-6200 UNIVAL ( TM ),
118-369373;0001;17/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01731-12;MSCUDM591402;JUBAIL;Arábia Saudita;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;28880;1166.87;32041;1294.59;2800;24750;24.75;25295;SABIC AMERICA'S INC 2500 CITY WEST;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-369374;0001;17/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01731-12;MSCUDM591410;JUBAIL;Arábia Saudita;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;28880;1166.87;32041;1294.59;2800;24750;24.75;25294;SABIC AMERICA'S INC 2500 CITY WEST;S/M;POLIETILENO S/M 120W LLDPE 120W 148,;POLIETILENO S/M 120W LLDPE 120W 148,
118-380616;0001;23/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;20677-12;MAEUDW8488997;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;32350;1307.07;35119.37;1418.96;2365;24750;24.75;25090;THE DOW CHEMICAL COMPANY 2030 DOW C;DOWLEX;POLIETILENO DOWLEX 2247G DOWLEX 2247G POLYETHYLENE RESIN,;POLIETILENO DOWLEX 2247G DOWLEX 2247G POLYETHYLENE RESIN,
118-384308;0001;27/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUDM593275;JUBAIL;Arábia Saudita;Estados Unidos;49.5;TONELADAS;49500;KILOGRAMO;36;BUL;57760.09;1166.87;64082.09;1294.59;5600;49500;49.5;50589;SABIC AMERICA'S INC 2500 CITY WEST;S/M;POLIETILENO S/M S/M LLDPE 118WS 148,;POLIETILENO S/M S/M LLDPE 118WS 148,
118-384309;0001;27/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUH8836598;HOUSTON;Estados Unidos;Estados Unidos;20.32;TONELADAS;20321;KILOGRAMO;32;BUL;24633.3;1212.27;26725.21;1315.22;1784;20321;20.321;21764;THE DOW CHEMICAL CO ALEX2030 WILLAR;UNIVAL;POLIETILENO UNIVAL 132I ,;POLIETILENO UNIVAL 132I ,
118-384367;0001;27/08/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;99999-12;MSCUH8839055;HOUSTON;Estados Unidos;Estados Unidos;49.5;TONELADAS;49500;KILOGRAMO;36;BUL;63257;1277.92;67615.71;1365.97;3568;49500;49.5;50242;THE DOW CHEMICAL CO BOB2030 WILLARD;DOW;POLIETILENO DOW 132I ,;POLIETILENO DOW 132I ,
118-400601;0001;07/09/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01823-12;MSCUH8843529;HOUSTON;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;18;BUL;30391;1227.92;32554.88;1315.35;1784;24750;24.75;25121;THE DOW CHEMICAL CO ALEX2030 WILLAR;DOW;POLIETILENO DOW DMDA-6400 UNIVAL,;POLIETILENO DOW DMDA-6400 UNIVAL,
118-401056;0001;07/09/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;99999-12;MAEUDW8513296;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;74.25;TONELADAS;74250;KILOGRAMO;54;BUL;93337.5;1257.07;101599.21;1368.34;7095;74250;74.25;75363;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW 641I LOW DENSITY,;POLIETILENO DOW 641I LOW DENSITY,
118-413078;0001;14/09/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRAMARSA - TRABAJOS MARIT;20718-12;SUDU220010619264;CHARLESTON;Estados Unidos;Estados Unidos;20.8;UNIDAD;20800;KILOGRAMO;32;BUL;22760;1094.23;27324.5;1313.68;4280;20800;20.8;22440;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,
118-427729;0001;24/09/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01924-12;MSCUH8858592;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;30391;1227.92;32554.88;1315.35;1784;24750;24.75;25235;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW S/M LLDPE 1648 POLYETHYLENE RESIN,;POLIETILENO DOW S/M LLDPE 1648 POLYETHYLENE RESIN,
118-429154;0001;25/09/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;AGENCIA MARITIMA AGUNSA;20770-12;SUDU220010890006;CHARLESTON;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;1980;BUL;55790;1127.07;65047.37;1314.09;8560;49500;49.5;50242;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 ,;POLIETILENO DOWLEX IP-10262 ,
118-437495;0001;28/09/2012;2012;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01969-12;SMLU3150663A;HOUSTON;Estados Unidos;Estados Unidos;49.5;TONELADAS;49500;KILOGRAMO;36;BUL;60818;1228.65;65110.22;1315.36;3532;49500;49.5;50570;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,
